evento_id;_CarrierDelay;_WeatherDelay;_NASDelay
1;1440.0;6;
2;190.0;1;6.00
3;190.0;1;
4;190.0;1;153.00
5;190.0;1;4.00
6;190.0;1;0.00
7;190.0;1;20.00
8;190.0;1;18.00
9;190.0;1;60.00
10;190.0;1;215.00
11;430.0;2;
12;430.0;2;995.00
13;430.0;2;0.00
14;258.0;2;
15;468.0;2;
16;468.0;2;0.00
17;468.0;2;4.00
18;468.0;2;17.00
19;862.0;4;
20;862.0;4;0.00
21;2153.0;9;
22;2153.0;9;10.00
23;2153.0;9;12.00
24;2153.0;9;5.00
25;2153.0;9;0.00
26;742.0;3;
27;2133.0;9;12.00
28;2133.0;9;0.00
29;2133.0;9;
30;2133.0;9;68.00
31;2133.0;9;42.00
32;2133.0;9;20.00
33;1021.0;5;
34;1021.0;5;15.00
35;1021.0;5;43.00
36;1021.0;5;34.00
37;1021.0;5;0.00
38;929.0;4;
39;2165.0;9;
40;2165.0;9;0.00
41;2165.0;9;2.00
42;2165.0;9;32.00
43;1103.0;5;
44;1103.0;5;29.00
45;641.0;3;
46;985.0;4;
47;985.0;4;67.00
48;985.0;4;102.00
49;985.0;4;2.00
50;985.0;4;1.00
51;985.0;4;38.00
52;985.0;4;0.00
53;190.0;1;10.00
54;190.0;1;2.00
55;868.0;4;
56;110.0;1;
57;227.0;1;
58;227.0;1;0.00
59;110.0;1;0.00
60;1389.0;6;
61;1389.0;6;0.00
62;1440.0;6;0.00
63;1440.0;6;6.00
64;1440.0;6;11.00
65;1440.0;6;10.00
66;1440.0;6;1.00
67;1440.0;6;7.00
68;1744.0;7;
69;1744.0;7;0.00
70;1744.0;7;6.00
71;1744.0;7;9.00
72;1744.0;7;252.00
73;1205.0;5;
74;1205.0;5;5.00
75;1205.0;5;1.00
76;1205.0;5;3.00
77;1205.0;5;0.00
78;1846.0;8;0.00
79;1846.0;8;21.00
80;1846.0;8;1.00
81;2527.0;11;
82;2527.0;11;0.00
83;2527.0;11;14.00
84;1143.0;5;
85;1143.0;5;16.00
86;1143.0;5;0.00
87;1061.0;5;
88;1061.0;5;3.00
89;1061.0;5;16.00
90;1061.0;5;0.00
91;993.0;4;
92;993.0;4;16.00
93;993.0;4;8.00
94;449.0;2;
95;1021.0;5;42.00
96;1021.0;5;2.00
97;1021.0;5;72.00
98;1389.0;6;10.00
99;1389.0;6;38.00
100;650.0;3;
101;650.0;3;6.00
102;1089.0;5;
103;1089.0;5;0.00
104;1089.0;5;3.00
105;1089.0;5;16.00
106;1089.0;5;6.00
107;1089.0;5;30.00
108;1171.0;5;
109;1171.0;5;22.00
110;1171.0;5;1.00
111;1171.0;5;57.00
112;1171.0;5;0.00
113;1171.0;5;15.00
114;1171.0;5;2.00
115;862.0;4;5.00
116;862.0;4;107.00
117;862.0;4;32.00
118;862.0;4;22.00
119;862.0;4;3.00
120;862.0;4;11.00
121;862.0;4;29.00
122;862.0;4;8.00
123;646.0;3;
124;1045.0;5;5.00
125;1045.0;5;
126;1045.0;5;169.00
127;1045.0;5;15.00
128;1045.0;5;19.00
129;1045.0;5;10.00
130;1045.0;5;0.00
131;1045.0;5;1.00
132;964.0;4;
133;964.0;4;0.00
134;964.0;4;206.00
135;964.0;4;5.00
136;964.0;4;180.00
137;964.0;4;3.00
138;1096.0;5;
139;1345.0;6;
140;936.0;4;
141;936.0;4;0.00
142;936.0;4;19.00
143;1235.0;5;
144;1212.0;5;
145;1212.0;5;0.00
146;1192.0;5;47.00
147;1192.0;5;
148;550.0;3;
149;632.0;3;
150;651.0;3;
151;460.0;2;
152;550.0;3;1.00
153;550.0;3;33.00
154;550.0;3;4.00
155;550.0;3;0.00
156;550.0;3;48.00
157;550.0;3;23.00
158;550.0;3;173.00
159;550.0;3;86.00
160;550.0;3;20.00
161;550.0;3;2.00
162;919.0;4;
163;919.0;4;5.00
164;919.0;4;0.00
165;594.0;3;3.00
166;594.0;3;
167;594.0;3;35.00
168;594.0;3;17.00
169;929.0;4;82.00
170;929.0;4;0.00
171;204.0;1;
172;204.0;1;126.00
173;204.0;1;297.00
174;204.0;1;88.00
175;2370.0;10;
176;2370.0;10;0.00
177;2370.0;10;9.00
178;2370.0;10;1.00
179;2370.0;10;5.00
180;641.0;3;0.00
181;641.0;3;30.00
182;641.0;3;13.00
183;641.0;3;28.00
184;641.0;3;78.00
185;1013.0;5;
186;1013.0;5;16.00
187;1013.0;5;0.00
188;1013.0;5;31.00
189;1013.0;5;2.00
190;1171.0;5;11.00
191;1171.0;5;5.00
192;1171.0;5;21.00
193;1171.0;5;28.00
194;987.0;4;
195;987.0;4;7.00
196;987.0;4;1.00
197;987.0;4;20.00
198;987.0;4;45.00
199;987.0;4;0.00
200;801.0;4;
201;1096.0;5;0.00
202;1096.0;5;2.00
203;1096.0;5;17.00
204;606.0;3;
205;606.0;3;103.00
206;602.0;3;0.00
207;602.0;3;
208;1211.0;5;
209;1211.0;5;4.00
210;1211.0;5;1.00
211;1211.0;5;8.00
212;1211.0;5;18.00
213;606.0;3;123.00
214;1211.0;5;0.00
215;2611.0;11;
216;2611.0;11;5.00
217;2611.0;11;26.00
218;2611.0;11;0.00
219;177.0;1;
220;177.0;1;0.00
221;177.0;1;9.00
222;977.0;4;
223;977.0;4;0.00
224;731.0;3;
225;731.0;3;0.00
226;857.0;4;
227;651.0;3;2.00
228;651.0;3;32.00
229;651.0;3;0.00
230;868.0;4;2.00
231;868.0;4;22.00
232;868.0;4;116.00
233;868.0;4;92.00
234;868.0;4;40.00
235;868.0;4;0.00
236;868.0;4;16.00
237;843.0;4;
238;843.0;4;36.00
239;843.0;4;0.00
240;1979.0;8;
241;1979.0;8;0.00
242;1979.0;8;96.00
243;1979.0;8;20.00
244;590.0;3;0.00
245;590.0;3;
246;590.0;3;14.00
247;590.0;3;25.00
248;590.0;3;6.00
249;590.0;3;10.00
250;590.0;3;18.00
251;590.0;3;17.00
252;590.0;3;29.00
253;590.0;3;21.00
254;590.0;3;24.00
255;590.0;3;4.00
256;590.0;3;5.00
257;590.0;3;1.00
258;1337.0;6;
259;1337.0;6;92.00
260;1337.0;6;4.00
261;1337.0;6;6.00
262;920.0;4;
263;920.0;4;0.00
264;1999.0;8;334.00
265;1999.0;8;
266;328.0;2;1.00
267;328.0;2;
268;328.0;2;8.00
269;328.0;2;32.00
270;1303.0;6;
271;328.0;2;0.00
272;677.0;3;
273;733.0;3;
274;733.0;3;19.00
275;1379.0;6;
276;1379.0;6;0.00
277;268.0;2;
278;268.0;2;0.00
279;268.0;2;125.00
280;544.0;3;
281;544.0;3;0.00
282;675.0;3;
283;675.0;3;53.00
284;675.0;3;21.00
285;511.0;3;
286;511.0;3;6.00
287;511.0;3;52.00
288;511.0;3;57.00
289;511.0;3;0.00
290;511.0;3;21.00
291;500.0;3;208.00
292;500.0;3;
293;500.0;3;0.00
294;500.0;3;17.00
295;226.0;1;
296;226.0;1;0.00
297;226.0;1;44.00
298;280.0;2;
299;1017.0;5;
300;1017.0;5;4.00
301;1017.0;5;8.00
302;1017.0;5;105.00
303;1017.0;5;5.00
304;1264.0;6;
305;130.0;1;
306;130.0;1;0.00
307;130.0;1;4.00
308;130.0;1;35.00
309;130.0;1;44.00
310;130.0;1;7.00
311;130.0;1;65.00
312;600.0;3;0.00
313;600.0;3;13.00
314;600.0;3;
315;600.0;3;9.00
316;600.0;3;1020.00
317;600.0;3;786.00
318;600.0;3;26.00
319;951.0;4;0.00
320;951.0;4;
321;814.0;4;
322;449.0;2;0.00
323;449.0;2;14.00
324;449.0;2;47.00
325;759.0;4;47.00
326;759.0;4;
327;759.0;4;8.00
328;759.0;4;0.00
329;759.0;4;4.00
330;759.0;4;2.00
331;599.0;3;
332;599.0;3;0.00
333;599.0;3;3.00
334;2077.0;9;
335;2077.0;9;0.00
336;678.0;3;26.00
337;678.0;3;
338;678.0;3;0.00
339;1514.0;7;0.00
340;337.0;2;4.00
341;337.0;2;
342;1337.0;6;0.00
343;1337.0;6;3.00
344;96.0;1;0.00
345;96.0;1;
346;547.0;3;
347;328.0;2;15.00
348;328.0;2;63.00
349;431.0;2;
350;431.0;2;15.00
351;431.0;2;31.00
352;431.0;2;23.00
353;431.0;2;0.00
354;280.0;2;0.00
355;280.0;2;14.00
356;2075.0;9;
357;2075.0;9;21.00
358;2075.0;9;18.00
359;2075.0;9;6.00
360;2296.0;10;0.00
361;2296.0;10;
362;2296.0;10;20.00
363;2296.0;10;5.00
364;2296.0;10;2.00
365;2296.0;10;57.00
366;2296.0;10;30.00
367;985.0;4;26.00
368;985.0;4;10.00
369;985.0;4;15.00
370;912.0;4;
371;912.0;4;0.00
372;912.0;4;1.00
373;912.0;4;20.00
374;912.0;4;11.00
375;912.0;4;6.00
376;762.0;4;0.00
377;762.0;4;10.00
378;762.0;4;
379;370.0;2;
380;370.0;2;9.00
381;370.0;2;0.00
382;370.0;2;7.00
383;370.0;2;68.00
384;370.0;2;4.00
385;196.0;1;
386;196.0;1;0.00
387;920.0;4;6.00
388;920.0;4;42.00
389;920.0;4;22.00
390;920.0;4;24.00
391;1773.0;8;29.00
392;1773.0;8;
393;1773.0;8;47.00
394;1916.0;8;
395;1916.0;8;23.00
396;544.0;3;11.00
397;575.0;3;
398;604.0;3;
399;1727.0;7;
400;1660.0;7;
401;1660.0;7;65.00
402;1660.0;7;130.00
403;1660.0;7;7.00
404;599.0;3;30.00
405;599.0;3;7.00
406;192.0;1;
407;985.0;4;39.00
408;985.0;4;23.00
409;985.0;4;19.00
410;282.0;2;8.00
411;282.0;2;0.00
412;282.0;2;5.00
413;993.0;4;0.00
414;993.0;4;77.00
415;594.0;3;26.00
416;1464.0;6;0.00
417;1464.0;6;6.00
418;1464.0;6;49.00
419;1464.0;6;
420;1464.0;6;8.00
421;1464.0;6;7.00
422;1464.0;6;12.00
423;1464.0;6;86.00
424;1788.0;8;60.00
425;1788.0;8;0.00
426;1788.0;8;
427;1788.0;8;2.00
428;1788.0;8;22.00
429;1788.0;8;9.00
430;1788.0;8;20.00
431;861.0;4;
432;861.0;4;63.00
433;861.0;4;15.00
434;861.0;4;143.00
435;861.0;4;31.00
436;861.0;4;17.00
437;861.0;4;0.00
438;2125.0;9;4.00
439;2125.0;9;
440;2125.0;9;6.00
441;2125.0;9;0.00
442;2125.0;9;16.00
443;2239.0;9;
444;2239.0;9;173.00
445;2239.0;9;20.00
446;2239.0;9;8.00
447;599.0;3;23.00
448;599.0;3;22.00
449;599.0;3;1.00
450;2239.0;9;0.00
451;2239.0;9;1.00
452;868.0;4;18.00
453;868.0;4;29.00
454;678.0;3;131.00
455;678.0;3;25.00
456;1773.0;8;13.00
457;1773.0;8;0.00
458;683.0;3;29.00
459;683.0;3;
460;1671.0;7;
461;1671.0;7;0.00
462;1671.0;7;14.00
463;1671.0;7;21.00
464;683.0;3;3.00
465;678.0;3;4.00
466;678.0;3;123.00
467;1379.0;6;3.00
468;1379.0;6;4.00
469;1089.0;5;20.00
470;1089.0;5;45.00
471;1089.0;5;26.00
472;1107.0;5;
473;992.0;4;
474;992.0;4;0.00
475;1431.0;6;
476;1430.0;6;
477;1430.0;6;175.00
478;1430.0;6;7.00
479;1430.0;6;0.00
480;1235.0;5;37.00
481;700.0;3;
482;666.0;3;0.00
483;666.0;3;
484;666.0;3;24.00
485;666.0;3;6.00
486;168.0;1;
487;168.0;1;37.00
488;168.0;1;11.00
489;168.0;1;12.00
490;168.0;1;15.00
491;529.0;3;
492;337.0;2;2.00
493;337.0;2;0.00
494;449.0;2;41.00
495;449.0;2;2.00
496;449.0;2;10.00
497;449.0;2;5.00
498;449.0;2;25.00
499;325.0;2;
500;325.0;2;29.00
501;1814.0;8;
502;1814.0;8;11.00
503;1814.0;8;0.00
504;644.0;3;
505;644.0;3;0.00
506;644.0;3;19.00
507;644.0;3;130.00
508;606.0;3;1.00
509;606.0;3;0.00
510;612.0;3;
511;612.0;3;0.00
512;612.0;3;13.00
513;366.0;2;
514;366.0;2;24.00
515;366.0;2;10.00
516;366.0;2;23.00
517;814.0;4;0.00
518;814.0;4;23.00
519;814.0;4;2.00
520;814.0;4;26.00
521;641.0;3;41.00
522;641.0;3;11.00
523;468.0;2;26.00
524;431.0;2;157.00
525;431.0;2;82.00
526;468.0;2;1.00
527;1773.0;8;8.00
528;1773.0;8;12.00
529;1773.0;8;6.00
530;413.0;2;
531;413.0;2;32.00
532;413.0;2;11.00
533;413.0;2;8.00
534;650.0;3;0.00
535;650.0;3;19.00
536;430.0;2;2.00
537;430.0;2;72.00
538;733.0;3;59.00
539;334.0;2;0.00
540;334.0;2;
541;334.0;2;8.00
542;247.0;1;
543;247.0;1;33.00
544;1095.0;5;
545;868.0;4;3.00
546;868.0;4;19.00
547;868.0;4;7.00
548;370.0;2;11.00
549;370.0;2;12.00
550;370.0;2;5.00
551;204.0;1;0.00
552;683.0;3;0.00
553;507.0;3;
554;507.0;3;7.00
555;507.0;3;46.00
556;507.0;3;31.00
557;507.0;3;0.00
558;507.0;3;25.00
559;1089.0;5;46.00
560;175.0;1;
561;1440.0;6;19.00
562;1440.0;6;2.00
563;1440.0;6;22.00
564;1440.0;6;27.00
565;235.0;1;
566;1197.0;5;
567;683.0;3;21.00
568;683.0;3;2.00
569;261.0;2;
570;683.0;3;33.00
571;632.0;3;6.00
572;632.0;3;2.00
573;632.0;3;1.00
574;632.0;3;3.00
575;632.0;3;0.00
576;632.0;3;8.00
577;632.0;3;57.00
578;632.0;3;11.00
579;632.0;3;22.00
580;632.0;3;4.00
581;632.0;3;10.00
582;1095.0;5;86.00
583;1095.0;5;0.00
584;1095.0;5;28.00
585;1095.0;5;13.00
586;268.0;2;13.00
587;337.0;2;5.00
588;2585.0;11;0.00
589;2585.0;11;
590;1126.0;5;
591;1126.0;5;41.00
592;1126.0;5;1.00
593;1126.0;5;0.00
594;168.0;1;6.00
595;1067.0;5;
596;1067.0;5;0.00
597;1067.0;5;15.00
598;1313.0;6;
599;1313.0;6;0.00
600;1067.0;5;25.00
601;945.0;4;
602;361.0;2;
603;361.0;2;0.00
604;361.0;2;2.00
605;361.0;2;8.00
606;361.0;2;20.00
607;226.0;1;8.00
608;226.0;1;47.00
609;226.0;1;24.00
610;808.0;4;4.00
611;808.0;4;
612;808.0;4;0.00
613;119.0;1;
614;119.0;1;19.00
615;431.0;2;6.00
616;431.0;2;67.00
617;431.0;2;59.00
618;1096.0;5;20.00
619;2125.0;9;10.00
620;2125.0;9;11.00
621;2125.0;9;2.00
622;2125.0;9;32.00
623;2125.0;9;3.00
624;2125.0;9;5.00
625;2125.0;9;20.00
626;2125.0;9;14.00
627;544.0;3;18.00
628;544.0;3;5.00
629;1496.0;6;
630;1496.0;6;0.00
631;1496.0;6;189.00
632;1496.0;6;22.00
633;1194.0;5;13.00
634;500.0;3;38.00
635;500.0;3;2.00
636;1194.0;5;0.00
637;644.0;3;42.00
638;644.0;3;31.00
639;644.0;3;7.00
640;644.0;3;1.00
641;644.0;3;5.00
642;644.0;3;3.00
643;644.0;3;12.00
644;644.0;3;13.00
645;644.0;3;21.00
646;644.0;3;11.00
647;644.0;3;53.00
648;1389.0;6;1.00
649;1389.0;6;3.00
650;1389.0;6;9.00
651;1171.0;5;489.00
652;728.0;3;0.00
653;728.0;3;
654;728.0;3;9.00
655;728.0;3;34.00
656;728.0;3;1.00
657;728.0;3;10.00
658;728.0;3;132.00
659;594.0;3;12.00
660;1313.0;6;48.00
661;666.0;3;7.00
662;666.0;3;11.00
663;168.0;1;3.00
664;168.0;1;0.00
665;168.0;1;14.00
666;168.0;1;124.00
667;600.0;3;21.00
668;600.0;3;70.00
669;600.0;3;14.00
670;1345.0;6;13.00
671;1345.0;6;0.00
672;814.0;4;21.00
673;814.0;4;29.00
674;801.0;4;28.00
675;801.0;4;24.00
676;801.0;4;23.00
677;801.0;4;0.00
678;985.0;4;57.00
679;985.0;4;22.00
680;985.0;4;13.00
681;237.0;1;
682;237.0;1;0.00
683;2282.0;10;
684;2282.0;10;2.00
685;2282.0;10;0.00
686;2282.0;10;19.00
687;813.0;4;
688;247.0;1;23.00
689;247.0;1;8.00
690;247.0;1;35.00
691;1009.0;5;
692;675.0;3;0.00
693;247.0;1;0.00
694;247.0;1;2.00
695;247.0;1;47.00
696;650.0;3;15.00
697;683.0;3;26.00
698;600.0;3;3.00
699;236.0;1;
700;236.0;1;0.00
701;236.0;1;3.00
702;416.0;2;0.00
703;416.0;2;
704;2521.0;11;0.00
705;2521.0;11;7.00
706;2521.0;11;
707;2521.0;11;14.00
708;602.0;3;22.00
709;602.0;3;1.00
710;602.0;3;51.00
711;602.0;3;8.00
712;868.0;4;71.00
713;868.0;4;20.00
714;868.0;4;4.00
715;868.0;4;34.00
716;868.0;4;5.00
717;868.0;4;75.00
718;814.0;4;9.00
719;814.0;4;8.00
720;551.0;3;
721;551.0;3;0.00
722;541.0;3;0.00
723;541.0;3;
724;507.0;3;34.00
725;507.0;3;22.00
726;507.0;3;4.00
727;507.0;3;9.00
728;507.0;3;11.00
729;366.0;2;3.00
730;366.0;2;50.00
731;366.0;2;25.00
732;1496.0;6;11.00
733;1496.0;6;3.00
734;1496.0;6;50.00
735;1496.0;6;473.00
736;1501.0;7;
737;1501.0;7;76.00
738;1501.0;7;12.00
739;328.0;2;44.00
740;328.0;2;6.00
741;644.0;3;40.00
742;644.0;3;2.00
743;1032.0;5;
744;1032.0;5;0.00
745;1032.0;5;3.00
746;1032.0;5;26.00
747;1032.0;5;39.00
748;1032.0;5;22.00
749;759.0;4;34.00
750;187.0;1;
751;431.0;2;22.00
752;431.0;2;54.00
753;431.0;2;13.00
754;431.0;2;4.00
755;813.0;4;56.00
756;993.0;4;7.00
757;872.0;4;
758;872.0;4;11.00
759;872.0;4;1.00
760;872.0;4;4.00
761;1067.0;5;5.00
762;1067.0;5;67.00
763;1067.0;5;10.00
764;1067.0;5;27.00
765;1670.0;7;
766;236.0;1;11.00
767;236.0;1;8.00
768;236.0;1;17.00
769;236.0;1;23.00
770;236.0;1;1.00
771;236.0;1;2.00
772;236.0;1;4.00
773;735.0;3;0.00
774;590.0;3;93.00
775;735.0;3;
776;872.0;4;7.00
777;872.0;4;0.00
778;868.0;4;8.00
779;868.0;4;6.00
780;814.0;4;93.00
781;814.0;4;18.00
782;814.0;4;58.00
783;1325.0;6;
784;1325.0;6;0.00
785;748.0;3;
786;748.0;3;86.00
787;748.0;3;0.00
788;748.0;3;50.00
789;748.0;3;14.00
790;748.0;3;115.00
791;177.0;1;68.00
792;177.0;1;17.00
793;867.0;4;
794;867.0;4;0.00
795;806.0;4;
796;600.0;3;17.00
797;1055.0;5;
798;1055.0;5;0.00
799;1055.0;5;1.00
800;1055.0;5;119.00
801;1055.0;5;14.00
802;1055.0;5;5.00
803;363.0;2;
804;666.0;3;18.00
805;666.0;3;154.00
806;507.0;3;13.00
807;507.0;3;16.00
808;507.0;3;45.00
809;507.0;3;8.00
810;507.0;3;30.00
811;507.0;3;5.00
812;936.0;4;72.00
813;331.0;2;
814;331.0;2;0.00
815;331.0;2;21.00
816;331.0;2;19.00
817;1120.0;5;
818;280.0;2;4.00
819;1013.0;5;9.00
820;236.0;1;12.00
821;236.0;1;48.00
822;236.0;1;15.00
823;236.0;1;5.00
824;236.0;1;42.00
825;980.0;4;0.00
826;980.0;4;
827;980.0;4;8.00
828;1250.0;6;
829;1250.0;6;15.00
830;1250.0;6;0.00
831;980.0;4;4.00
832;1250.0;6;494.00
833;1250.0;6;8.00
834;1055.0;5;23.00
835;1055.0;5;19.00
836;1558.0;7;0.00
837;1558.0;7;
838;1558.0;7;81.00
839;1558.0;7;4.00
840;1558.0;7;1.00
841;2296.0;10;13.00
842;2296.0;10;9.00
843;2296.0;10;1.00
844;2296.0;10;3.00
845;2296.0;10;257.00
846;2296.0;10;14.00
847;1089.0;5;4.00
848;1197.0;5;3.00
849;1197.0;5;0.00
850;951.0;4;20.00
851;951.0;4;43.00
852;951.0;4;22.00
853;951.0;4;17.00
854;951.0;4;5.00
855;590.0;3;39.00
856;590.0;3;23.00
857;590.0;3;20.00
858;590.0;3;35.00
859;119.0;1;301.00
860;119.0;1;0.00
861;892.0;4;
862;892.0;4;15.00
863;892.0;4;413.00
864;546.0;3;
865;546.0;3;3.00
866;546.0;3;6.00
867;449.0;2;92.00
868;449.0;2;61.00
869;449.0;2;11.00
870;632.0;3;85.00
871;853.0;4;
872;853.0;4;27.00
873;853.0;4;0.00
874;853.0;4;5.00
875;575.0;3;0.00
876;1670.0;7;24.00
877;1670.0;7;0.00
878;1670.0;7;19.00
879;1013.0;5;21.00
880;742.0;3;83.00
881;742.0;3;46.00
882;130.0;1;15.00
883;130.0;1;6.00
884;130.0;1;2.00
885;1149.0;5;
886;1149.0;5;0.00
887;1149.0;5;20.00
888;868.0;4;46.00
889;1055.0;5;20.00
890;1055.0;5;11.00
891;1055.0;5;51.00
892;1055.0;5;108.00
893;1211.0;5;2.00
894;868.0;4;14.00
895;2402.0;10;
896;2402.0;10;60.00
897;2402.0;10;177.00
898;2402.0;10;0.00
899;2402.0;10;26.00
900;2402.0;10;52.00
901;361.0;2;3.00
902;361.0;2;9.00
903;361.0;2;12.00
904;361.0;2;5.00
905;728.0;3;59.00
906;728.0;3;20.00
907;919.0;4;12.00
908;919.0;4;17.00
909;919.0;4;4.00
910;919.0;4;32.00
911;919.0;4;3.00
912;919.0;4;6.00
913;919.0;4;35.00
914;919.0;4;49.00
915;919.0;4;30.00
916;919.0;4;157.00
917;919.0;4;21.00
918;919.0;4;51.00
919;912.0;4;36.00
920;912.0;4;105.00
921;920.0;4;1433.00
922;920.0;4;114.00
923;920.0;4;16.00
924;920.0;4;1.00
925;920.0;4;2.00
926;812.0;4;
927;812.0;4;1.00
928;812.0;4;0.00
929;812.0;4;32.00
930;1744.0;7;5.00
931;1744.0;7;3.00
932;1744.0;7;36.00
933;641.0;3;185.00
934;641.0;3;7.00
935;1205.0;5;51.00
936;1205.0;5;18.00
937;1846.0;8;
938;1846.0;8;35.00
939;168.0;1;1105.00
940;600.0;3;86.00
941;600.0;3;6.00
942;469.0;2;
943;733.0;3;0.00
944;1172.0;5;2.00
945;1172.0;5;20.00
946;1172.0;5;
947;1172.0;5;0.00
948;312.0;2;
949;312.0;2;1.00
950;312.0;2;11.00
951;312.0;2;0.00
952;1562.0;7;
953;1562.0;7;8.00
954;1562.0;7;9.00
955;761.0;4;4.00
956;761.0;4;
957;761.0;4;13.00
958;761.0;4;5.00
959;853.0;4;78.00
960;1217.0;5;
961;1217.0;5;11.00
962;1843.0;8;86.00
963;1843.0;8;9.00
964;1843.0;8;14.00
965;1843.0;8;0.00
966;1843.0;8;4.00
967;1843.0;8;
968;1843.0;8;36.00
969;1843.0;8;1.00
970;1843.0;8;7.00
971;1843.0;8;30.00
972;1843.0;8;26.00
973;1258.0;6;
974;1258.0;6;0.00
975;1258.0;6;63.00
976;204.0;1;124.00
977;204.0;1;49.00
978;204.0;1;6.00
979;806.0;4;4.00
980;852.0;4;
981;806.0;4;0.00
982;328.0;2;9.00
983;1061.0;5;28.00
984;1061.0;5;6.00
985;1061.0;5;2.00
986;583.0;3;
987;583.0;3;17.00
988;583.0;3;7.00
989;857.0;4;2.00
990;453.0;2;
991;453.0;2;0.00
992;1162.0;5;
993;1162.0;5;0.00
994;1162.0;5;2.00
995;1162.0;5;11.00
996;258.0;2;1.00
997;258.0;2;36.00
998;258.0;2;0.00
999;224.0;1;
1000;224.0;1;9.00
1001;224.0;1;4.00
1002;224.0;1;35.00
1003;224.0;1;13.00
1004;224.0;1;0.00
1005;224.0;1;3.00
1006;224.0;1;8.00
1007;922.0;4;
1008;922.0;4;28.00
1009;922.0;4;38.00
1010;922.0;4;78.00
1011;922.0;4;0.00
1012;1389.0;6;25.00
1013;1389.0;6;93.00
1014;1846.0;8;20.00
1015;1846.0;8;3.00
1016;1846.0;8;6.00
1017;1846.0;8;7.00
1018;1846.0;8;47.00
1019;1846.0;8;5.00
1020;641.0;3;10.00
1021;641.0;3;4.00
1022;641.0;3;5.00
1023;641.0;3;1.00
1024;641.0;3;8.00
1025;641.0;3;79.00
1026;641.0;3;9.00
1027;641.0;3;2.00
1028;641.0;3;56.00
1029;641.0;3;42.00
1030;641.0;3;21.00
1031;190.0;1;16.00
1032;190.0;1;8.00
1033;190.0;1;114.00
1034;190.0;1;61.00
1035;190.0;1;26.00
1036;2300.0;10;0.00
1037;338.0;2;0.00
1038;338.0;2;
1039;338.0;2;21.00
1040;338.0;2;4.00
1041;338.0;2;12.00
1042;1188.0;5;
1043;1188.0;5;505.00
1044;1188.0;5;24.00
1045;1846.0;8;10.00
1046;1846.0;8;16.00
1047;1102.0;5;
1048;1102.0;5;3.00
1049;1102.0;5;31.00
1050;1102.0;5;7.00
1051;1102.0;5;0.00
1052;1102.0;5;28.00
1053;1102.0;5;5.00
1054;631.0;3;
1055;604.0;3;39.00
1056;1121.0;5;
1057;1121.0;5;4.00
1058;1726.0;7;
1059;1726.0;7;4.00
1060;1726.0;7;34.00
1061;1726.0;7;0.00
1062;541.0;3;29.00
1063;541.0;3;61.00
1064;541.0;3;149.00
1065;337.0;2;25.00
1066;950.0;4;
1067;950.0;4;0.00
1068;950.0;4;43.00
1069;987.0;4;37.00
1070;130.0;1;37.00
1071;130.0;1;107.00
1072;919.0;4;10.00
1073;919.0;4;1.00
1074;919.0;4;2.00
1075;1231.0;5;
1076;1231.0;5;8.00
1077;1055.0;5;22.00
1078;2402.0;10;15.00
1079;469.0;2;0.00
1080;469.0;2;47.00
1081;2153.0;9;93.00
1082;2153.0;9;112.00
1083;2586.0;11;0.00
1084;2586.0;11;
1085;2586.0;11;19.00
1086;2586.0;11;43.00
1087;1313.0;6;121.00
1088;1313.0;6;52.00
1089;1313.0;6;1.00
1090;1313.0;6;65.00
1091;1313.0;6;13.00
1092;213.0;1;
1093;213.0;1;0.00
1094;213.0;1;212.00
1095;641.0;3;61.00
1096;641.0;3;15.00
1097;641.0;3;102.00
1098;641.0;3;3.00
1099;641.0;3;62.00
1100;936.0;4;12.00
1101;936.0;4;4.00
1102;936.0;4;15.00
1103;936.0;4;39.00
1104;936.0;4;6.00
1105;192.0;1;0.00
1106;1009.0;5;0.00
1107;1009.0;5;30.00
1108;1205.0;5;80.00
1109;1205.0;5;27.00
1110;1205.0;5;8.00
1111;1205.0;5;25.00
1112;1205.0;5;55.00
1113;1205.0;5;78.00
1114;1205.0;5;12.00
1115;280.0;2;6.00
1116;280.0;2;20.00
1117;449.0;2;37.00
1118;449.0;2;6.00
1119;370.0;2;20.00
1120;370.0;2;108.00
1121;370.0;2;16.00
1122;370.0;2;21.00
1123;370.0;2;14.00
1124;842.0;4;
1125;842.0;4;0.00
1126;842.0;4;13.00
1127;842.0;4;3.00
1128;842.0;4;37.00
1129;1797.0;8;4.00
1130;1797.0;8;
1131;1797.0;8;107.00
1132;1797.0;8;72.00
1133;1797.0;8;1.00
1134;1797.0;8;148.00
1135;1797.0;8;0.00
1136;1797.0;8;83.00
1137;1797.0;8;24.00
1138;1797.0;8;27.00
1139;1797.0;8;16.00
1140;1797.0;8;103.00
1141;185.0;1;
1142;185.0;1;0.00
1143;185.0;1;1.00
1144;185.0;1;5.00
1145;1437.0;6;0.00
1146;1437.0;6;
1147;1013.0;5;51.00
1148;1013.0;5;161.00
1149;1013.0;5;17.00
1150;529.0;3;0.00
1151;529.0;3;4.00
1152;529.0;3;28.00
1153;529.0;3;22.00
1154;852.0;4;7.00
1155;224.0;1;30.00
1156;224.0;1;33.00
1157;1096.0;5;37.00
1158;1096.0;5;3.00
1159;304.0;2;
1160;304.0;2;13.00
1161;304.0;2;5.00
1162;304.0;2;46.00
1163;304.0;2;0.00
1164;304.0;2;80.00
