evento_id;_CarrierDelay;_WeatherDelay;_NASDelay
31162;397.0;2;4.00
31163;360.0;2;61.00
31164;654.0;3;24.00
31165;519.0;3;899.00
31166;342.0;2;216.00
31167;557.0;3;35.00
31168;346.0;2;15.00
31169;657.0;3;46.00
31170;849.0;4;186.00
31171;472.0;2;81.00
31172;266.0;2;90.00
31173;852.0;4;37.00
31174;77.0;1;2.00
31175;911.0;4;30.00
31176;84.0;1;80.00
31177;501.0;3;191.00
31178;89.0;1;16.00
31179;620.0;3;1034.00
31180;86.0;1;75.00
31181;462.0;2;81.00
31182;898.0;4;56.00
31183;266.0;2;127.00
31184;395.0;2;39.00
31185;73.0;1;129.00
31186;109.0;1;38.00
31187;751.0;4;3.00
31188;751.0;4;10.00
31189;1437.0;6;17.00
31190;190.0;1;158.00
31191;141.0;1;140.00
31192;852.0;4;30.00
31193;552.0;3;67.00
31194;391.0;2;17.00
31195;1014.0;5;87.00
31196;771.0;4;189.00
31197;256.0;2;5.00
31198;533.0;3;35.00
31199;1026.0;5;301.00
31200;483.0;2;7.00
31201;1083.0;5;55.00
31202;693.0;3;13.00
31203;369.0;2;264.00
31204;509.0;3;98.00
31205;911.0;4;3.00
31206;911.0;4;158.00
31207;67.0;1;89.00
31208;403.0;2;93.00
31209;713.0;3;28.00
31210;272.0;2;33.00
31211;286.0;2;112.00
31212;431.0;2;279.00
31213;590.0;3;282.00
31214;723.0;3;33.00
31215;438.0;2;41.00
31216;493.0;2;31.00
31217;157.0;1;155.00
31218;241.0;1;36.00
31219;1097.0;5;549.00
31220;284.0;2;25.00
31221;545.0;3;88.00
31222;231.0;1;24.00
31223;738.0;3;6.00
31224;236.0;1;7.00
31225;236.0;1;207.00
31226;566.0;3;192.00
31227;227.0;1;55.00
31228;226.0;1;159.00
31229;1034.0;5;151.00
31230;120.0;1;40.00
31231;449.0;2;1643.00
31232;157.0;1;84.00
31233;748.0;3;103.00
31234;129.0;1;149.00
31235;411.0;2;15.00
31236;449.0;2;144.00
31237;694.0;3;78.00
31238;357.0;2;28.00
31239;237.0;1;88.00
31240;783.0;4;204.00
31241;157.0;1;344.00
31242;76.0;1;34.00
31243;435.0;2;103.00
31244;274.0;2;8.00
31245;190.0;1;1206.00
31246;284.0;2;37.00
31247;199.0;1;1665.00
31248;128.0;1;30.00
31249;601.0;3;105.00
31250;106.0;1;221.00
31251;339.0;2;1.00
31252;339.0;2;94.00
31253;269.0;2;72.00
31254;315.0;2;40.00
31255;654.0;3;112.00
31256;1553.0;7;22.00
31257;262.0;2;431.00
31258;649.0;3;932.00
31259;262.0;2;25.00
31260;522.0;3;4.00
31261;125.0;1;13.00
31262;1482.0;6;145.00
31263;599.0;3;263.00
31264;73.0;1;35.00
31265;86.0;1;10.00
31266;1482.0;6;23.00
31267;639.0;3;128.00
31268;89.0;1;42.00
31269;620.0;3;6.00
31270;627.0;3;6.00
31271;329.0;2;41.00
31272;438.0;2;33.00
31273;373.0;2;759.00
31274;1337.0;6;229.00
31275;266.0;2;92.00
31276;616.0;3;89.00
31277;733.0;3;33.00
31278;639.0;3;27.00
31279;334.0;2;38.00
31280;89.0;1;1199.00
31281;501.0;3;841.00
31282;751.0;4;21.00
31283;141.0;1;31.00
31284;391.0;2;61.00
31285;141.0;1;50.00
31286;710.0;3;34.00
31287;1492.0;6;56.00
31288;212.0;1;314.00
31289;582.0;3;125.00
31290;851.0;4;9.00
31291;423.0;2;362.00
31292;456.0;2;40.00
31293;1504.0;7;65.00
31294;582.0;3;27.00
31295;329.0;2;25.00
31296;177.0;1;16.00
31297;161.0;1;72.00
31298;315.0;2;10.00
31299;485.0;2;18.00
31300;343.0;2;156.00
31301;224.0;1;641.00
31302;771.0;4;4.00
31303;493.0;2;30.00
31304;642.0;3;54.00
31305;738.0;3;74.00
31306;342.0;2;23.00
31307;599.0;3;61.00
31308;314.0;2;29.00
31309;372.0;2;101.00
31310;228.0;1;33.00
31311;349.0;2;56.00
31312;284.0;2;64.00
31313;332.0;2;41.00
31314;1097.0;5;31.00
31315;284.0;2;20.00
31316;386.0;2;31.00
31317;1097.0;5;40.00
31318;241.0;1;18.00
31319;1075.0;5;15.00
31320;220.0;1;20.00
31321;840.0;4;37.00
31322;144.0;1;110.00
31323;155.0;1;25.00
31324;566.0;3;114.00
31325;1214.0;5;40.00
31326;860.0;4;115.00
31327;765.0;4;6.00
31328;449.0;2;181.00
31329;113.0;1;42.00
31330;615.0;3;70.00
31331;331.0;2;52.00
31332;449.0;2;82.00
31333;1075.0;5;66.00
31334;411.0;2;40.00
31335;456.0;2;50.00
31336;287.0;2;115.00
31337;900.0;4;408.00
31338;157.0;1;15.00
31339;349.0;2;153.00
31340;98.0;1;41.00
31341;196.0;1;23.00
31342;145.0;1;17.00
31343;144.0;1;30.00
31344;296.0;2;50.00
31345;651.0;3;76.00
31346;311.0;2;82.00
31347;408.0;2;20.00
31348;1174.0;5;34.00
31349;349.0;2;58.00
31350;505.0;3;1.00
31351;76.0;1;18.00
31352;378.0;2;24.00
31353;272.0;2;38.00
31354;198.0;1;55.00
31355;257.0;2;481.00
31356;128.0;1;96.00
31357;344.0;2;472.00
31358;306.0;2;189.00
31359;301.0;2;111.00
31360;425.0;2;172.00
31361;373.0;2;92.00
31362;157.0;1;72.00
31363;284.0;2;41.00
31364;541.0;3;116.00
31365;174.0;1;673.00
31366;489.0;2;11.00
31367;349.0;2;34.00
31368;536.0;3;38.00
31369;577.0;3;51.00
31370;196.0;1;25.00
31371;637.0;3;28.00
31372;657.0;3;10.00
31373;599.0;3;296.00
31374;463.0;2;17.00
31375;528.0;3;1213.00
31376;262.0;2;85.00
31377;674.0;3;50.00
31378;984.0;4;54.00
31379;639.0;3;26.00
31380;363.0;2;31.00
31381;429.0;2;122.00
31382;199.0;1;103.00
31383;329.0;2;31.00
31384;326.0;2;14.00
31385;577.0;3;138.00
31386;751.0;4;32.00
31387;250.0;2;53.00
31388;693.0;3;38.00
31389;391.0;2;85.00
31390;909.0;4;168.00
31391;1015.0;5;36.00
31392;1269.0;6;80.00
31393;395.0;2;145.00
31394;563.0;3;43.00
31395;710.0;3;140.00
31396;501.0;3;199.00
31397;73.0;1;5.00
31398;646.0;3;26.00
31399;898.0;4;24.00
31400;209.0;1;72.00
31401;421.0;2;128.00
31402;607.0;3;54.00
31403;1015.0;5;19.00
31404;522.0;3;165.00
31405;451.0;2;82.00
31406;1024.0;5;63.00
31407;1272.0;6;0.00
31408;1272.0;6;34.00
31409;1477.0;6;154.00
31410;1477.0;6;37.00
31411;539.0;3;9.00
31412;1067.0;5;3.00
31413;1272.0;6;5.00
31414;1272.0;6;3.00
31415;1272.0;6;37.00
31416;383.0;2;31.00
31417;383.0;2;44.00
31418;383.0;2;89.00
31419;1272.0;6;9.00
31420;1272.0;6;2.00
31421;1272.0;6;16.00
31422;1272.0;6;13.00
31423;1272.0;6;19.00
31424;383.0;2;81.00
31425;1272.0;6;39.00
31426;383.0;2;99.00
31427;1437.0;6;9.00
31428;137.0;1;7.00
31429;383.0;2;10.00
31430;383.0;2;20.00
31431;607.0;3;321.00
31432;158.0;1;65.00
31433;268.0;2;23.00
31434;268.0;2;7.00
31435;288.0;2;26.00
31436;539.0;3;142.00
31437;296.0;2;48.00
31438;89.0;1;41.00
31439;225.0;1;0.00
31440;436.0;2;6.00
31441;436.0;2;89.00
31442;295.0;2;8.00
31443;295.0;2;5.00
31444;295.0;2;6.00
31445;295.0;2;35.00
31446;767.0;4;78.00
31447;295.0;2;122.00
31448;767.0;4;11.00
31449;767.0;4;5.00
31450;767.0;4;45.00
31451;767.0;4;2.00
31452;1106.0;5;
31453;945.0;4;34.00
31454;945.0;4;38.00
31455;968.0;4;
31456;304.0;2;14.00
31457;237.0;1;11.00
31458;237.0;1;55.00
31459;237.0;1;48.00
31460;868.0;4;21.00
31461;802.0;4;9.00
31462;990.0;4;49.00
31463;990.0;4;9.00
31464;990.0;4;39.00
31465;990.0;4;12.00
31466;990.0;4;5.00
31467;990.0;4;44.00
31468;990.0;4;4.00
31469;1013.0;5;63.00
31470;461.0;2;13.00
31471;292.0;2;55.00
31472;416.0;2;20.00
31473;335.0;2;46.00
31474;102.0;1;35.00
31475;296.0;2;38.00
31476;1081.0;5;1000.00
31477;1081.0;5;26.00
31478;304.0;2;42.00
31479;475.0;2;1.00
31480;475.0;2;69.00
31481;632.0;3;519.00
31482;245.0;1;31.00
31483;761.0;4;9.00
31484;135.0;1;
31485;135.0;1;0.00
31486;158.0;1;379.00
31487;158.0;1;139.00
31488;139.0;1;7.00
31489;234.0;1;46.00
31490;234.0;1;146.00
31491;473.0;2;3.00
31492;473.0;2;4.00
31493;354.0;2;30.00
31494;158.0;1;22.00
31495;158.0;1;67.00
31496;296.0;2;89.00
31497;335.0;2;1095.00
31498;139.0;1;12.00
31499;139.0;1;65.00
31500;773.0;4;29.00
31501;773.0;4;6.00
31502;440.0;2;79.00
31503;440.0;2;95.00
31504;440.0;2;37.00
31505;440.0;2;22.00
31506;438.0;2;36.00
31507;438.0;2;10.00
31508;438.0;2;12.00
31509;83.0;1;22.00
31510;83.0;1;20.00
31511;83.0;1;21.00
31512;196.0;1;43.00
31513;196.0;1;60.00
31514;1272.0;6;14.00
31515;1272.0;6;4.00
31516;1272.0;6;10.00
31517;1272.0;6;66.00
31518;849.0;4;43.00
31519;802.0;4;50.00
31520;802.0;4;6.00
31521;802.0;4;44.00
31522;122.0;1;0.00
31523;122.0;1;19.00
31524;122.0;1;1.00
31525;122.0;1;5.00
31526;122.0;1;31.00
31527;122.0;1;25.00
31528;122.0;1;102.00
31529;122.0;1;91.00
31530;122.0;1;24.00
31531;1212.0;5;27.00
31532;177.0;1;36.00
31533;296.0;2;26.00
31534;102.0;1;19.00
31535;102.0;1;62.00
31536;102.0;1;33.00
31537;440.0;2;21.00
31538;440.0;2;8.00
31539;440.0;2;139.00
31540;440.0;2;10.00
31541;440.0;2;11.00
31542;968.0;4;17.00
31543;968.0;4;0.00
31544;968.0;4;27.00
31545;968.0;4;10.00
31546;968.0;4;1.00
31547;225.0;1;
31548;661.0;3;67.00
31549;661.0;3;158.00
31550;213.0;1;42.00
31551;213.0;1;28.00
31552;340.0;2;114.00
31553;340.0;2;5.00
31554;1251.0;6;15.00
31555;1251.0;6;9.00
31556;717.0;3;33.00
31557;717.0;3;21.00
31558;661.0;3;64.00
31559;661.0;3;490.00
31560;661.0;3;16.00
31561;661.0;3;31.00
31562;622.0;3;19.00
31563;622.0;3;38.00
31564;622.0;3;13.00
31565;589.0;3;36.00
31566;264.0;2;72.00
31567;280.0;2;155.00
31568;280.0;2;77.00
31569;403.0;2;67.00
31570;821.0;4;1.00
31571;1360.0;6;53.00
31572;1360.0;6;124.00
31573;1360.0;6;4.00
31574;440.0;2;12.00
31575;440.0;2;63.00
31576;102.0;1;28.00
31577;102.0;1;21.00
31578;213.0;1;6.00
31579;213.0;1;93.00
31580;637.0;3;21.00
31581;637.0;3;7.00
31582;637.0;3;4.00
31583;637.0;3;27.00
31584;637.0;3;17.00
31585;179.0;1;2.00
31586;179.0;1;10.00
31587;179.0;1;9.00
31588;179.0;1;5.00
31589;179.0;1;32.00
31590;335.0;2;37.00
31591;315.0;2;31.00
31592;968.0;4;31.00
31593;968.0;4;9.00
31594;968.0;4;7.00
31595;304.0;2;32.00
31596;724.0;3;25.00
31597;724.0;3;40.00
31598;724.0;3;1.00
31599;724.0;3;5.00
31600;724.0;3;11.00
31601;724.0;3;12.00
31602;223.0;1;34.00
31603;315.0;2;3.00
31604;539.0;3;52.00
31605;286.0;2;45.00
31606;286.0;2;4.00
31607;530.0;3;1.00
31608;530.0;3;14.00
31609;530.0;3;36.00
31610;530.0;3;8.00
31611;245.0;1;3.00
31612;918.0;4;15.00
31613;292.0;2;13.00
31614;292.0;2;34.00
31615;479.0;2;27.00
31616;479.0;2;590.00
31617;479.0;2;32.00
31618;88.0;1;4.00
31619;592.0;3;25.00
31620;592.0;3;11.00
31621;88.0;1;25.00
31622;89.0;1;81.00
31623;89.0;1;14.00
31624;642.0;3;18.00
31625;1272.0;6;29.00
31626;555.0;3;14.00
31627;555.0;3;168.00
31628;555.0;3;
31629;469.0;2;22.00
31630;469.0;2;6.00
31631;555.0;3;11.00
31632;555.0;3;0.00
31633;469.0;2;15.00
31634;589.0;3;9.00
31635;589.0;3;154.00
31636;589.0;3;39.00
31637;135.0;1;195.00
31638;135.0;1;24.00
31639;135.0;1;208.00
31640;135.0;1;60.00
31641;501.0;3;352.00
31642;637.0;3;3.00
31643;637.0;3;134.00
31644;637.0;3;63.00
31645;235.0;1;35.00
31646;692.0;3;42.00
31647;692.0;3;18.00
31648;692.0;3;3.00
31649;692.0;3;1.00
31650;196.0;1;15.00
31651;122.0;1;45.00
31652;122.0;1;9.00
31653;122.0;1;10.00
31654;137.0;1;40.00
31655;137.0;1;16.00
31656;312.0;2;69.00
31657;312.0;2;5.00
31658;354.0;2;57.00
31659;312.0;2;32.00
31660;723.0;3;1.00
31661;561.0;3;0.00
31662;561.0;3;
31663;632.0;3;41.00
31664;632.0;3;68.00
31665;158.0;1;16.00
31666;158.0;1;4.00
31667;158.0;1;24.00
31668;158.0;1;59.00
31669;351.0;2;28.00
31670;134.0;1;12.00
31671;1212.0;5;38.00
31672;264.0;2;14.00
31673;137.0;1;3.00
31674;137.0;1;4.00
31675;268.0;2;20.00
31676;83.0;1;11.00
31677;135.0;1;73.00
31678;296.0;2;80.00
31679;785.0;4;
31680;785.0;4;43.00
31681;785.0;4;0.00
31682;1020.0;5;38.00
31683;555.0;3;1.00
31684;555.0;3;61.00
31685;296.0;2;75.00
31686;555.0;3;34.00
31687;922.0;4;29.00
31688;922.0;4;22.00
31689;922.0;4;14.00
31690;922.0;4;26.00
31691;719.0;3;68.00
31692;139.0;1;5.00
31693;139.0;1;20.00
31694;139.0;1;4.00
31695;963.0;4;21.00
31696;270.0;2;55.00
31697;270.0;2;89.00
31698;270.0;2;18.00
31699;270.0;2;2.00
31700;402.0;2;49.00
31701;868.0;4;12.00
31702;868.0;4;99.00
31703;479.0;2;358.00
31704;479.0;2;33.00
31705;140.0;1;97.00
31706;404.0;2;53.00
31707;164.0;1;47.00
31708;416.0;2;18.00
31709;285.0;2;0.00
31710;285.0;2;
31711;285.0;2;1.00
31712;285.0;2;5.00
31713;530.0;3;41.00
31714;89.0;1;6.00
31715;89.0;1;85.00
31716;708.0;3;11.00
31717;177.0;1;7.00
31718;364.0;2;4.00
31719;354.0;2;63.00
31720;461.0;2;9.00
31721;461.0;2;45.00
31722;862.0;4;20.00
31723;708.0;3;329.00
31724;708.0;3;35.00
31725;102.0;1;477.00
31726;88.0;1;26.00
31727;116.0;1;58.00
31728;116.0;1;15.00
31729;802.0;4;272.00
31730;990.0;4;2.00
31731;1212.0;5;12.00
31732;296.0;2;28.00
31733;303.0;2;
31734;303.0;2;0.00
31735;303.0;2;93.00
31736;303.0;2;99.00
31737;303.0;2;370.00
31738;303.0;2;5.00
31739;303.0;2;13.00
31740;383.0;2;11.00
31741;692.0;3;14.00
31742;157.0;1;19.00
31743;157.0;1;31.00
31744;438.0;2;27.00
31745;438.0;2;93.00
31746;438.0;2;261.00
31747;405.0;2;41.00
31748;405.0;2;11.00
31749;405.0;2;147.00
31750;234.0;1;11.00
31751;234.0;1;63.00
31752;364.0;2;11.00
31753;364.0;2;170.00
31754;181.0;1;23.00
31755;181.0;1;0.00
31756;181.0;1;1.00
31757;181.0;1;24.00
31758;161.0;1;22.00
31759;491.0;2;35.00
31760;491.0;2;59.00
31761;489.0;2;15.00
31762;419.0;2;18.00
31763;190.0;1;35.00
31764;290.0;2;2.00
31765;290.0;2;1.00
31766;285.0;2;107.00
31767;431.0;2;17.00
31768;296.0;2;13.00
31769;657.0;3;25.00
31770;657.0;3;3.00
31771;657.0;3;4.00
31772;135.0;1;54.00
31773;135.0;1;3.00
31774;135.0;1;4.00
31775;135.0;1;31.00
31776;135.0;1;27.00
31777;135.0;1;29.00
31778;402.0;2;36.00
31779;402.0;2;1.00
31780;402.0;2;7.00
31781;402.0;2;2.00
31782;402.0;2;23.00
31783;402.0;2;6.00
31784;245.0;1;11.00
31785;184.0;1;64.00
31786;708.0;3;9.00
31787;708.0;3;15.00
31788;708.0;3;43.00
31789;708.0;3;29.00
31790;708.0;3;13.00
31791;708.0;3;28.00
31792;708.0;3;3.00
31793;708.0;3;30.00
31794;708.0;3;14.00
31795;364.0;2;162.00
31796;224.0;1;64.00
31797;630.0;3;43.00
31798;630.0;3;80.00
31799;427.0;2;233.00
31800;436.0;2;183.00
31801;436.0;2;468.00
31802;1236.0;5;111.00
31803;397.0;2;1.00
31804;397.0;2;101.00
31805;397.0;2;492.00
31806;397.0;2;49.00
31807;303.0;2;103.00
31808;303.0;2;21.00
31809;364.0;2;68.00
31810;245.0;1;97.00
31811;1041.0;5;13.00
31812;438.0;2;14.00
31813;139.0;1;2.00
31814;139.0;1;53.00
31815;139.0;1;31.00
31816;139.0;1;14.00
31817;158.0;1;3.00
31818;158.0;1;26.00
31819;158.0;1;55.00
31820;158.0;1;25.00
31821;109.0;1;11.00
31822;134.0;1;2.00
31823;695.0;3;24.00
31824;695.0;3;19.00
31825;147.0;1;14.00
31826;147.0;1;49.00
31827;963.0;4;120.00
31828;963.0;4;15.00
31829;561.0;3;6.00
31830;561.0;3;18.00
31831;922.0;4;15.00
31832;922.0;4;58.00
31833;922.0;4;2.00
31834;708.0;3;238.00
31835;327.0;2;385.00
31836;1212.0;5;30.00
31837;1212.0;5;14.00
31838;227.0;1;94.00
31839;1430.0;6;40.00
31840;557.0;3;75.00
31841;557.0;3;91.00
31842;557.0;3;10.00
31843;134.0;1;41.00
31844;134.0;1;13.00
31845;174.0;1;47.00
31846;140.0;1;3.00
31847;589.0;3;4.00
31848;268.0;2;10.00
31849;461.0;2;40.00
31850;461.0;2;70.00
31851;158.0;1;15.00
31852;158.0;1;19.00
31853;181.0;1;7.00
31854;585.0;3;31.00
31855;585.0;3;41.00
31856;585.0;3;187.00
31857;585.0;3;19.00
31858;489.0;2;119.00
31859;304.0;2;34.00
31860;500.0;3;9.00
31861;500.0;3;26.00
31862;630.0;3;11.00
31863;134.0;1;50.00
31864;134.0;1;15.00
31865;765.0;4;1.00
31866;765.0;4;3.00
31867;765.0;4;2.00
31868;765.0;4;5.00
31869;118.0;1;22.00
31870;118.0;1;0.00
31871;118.0;1;1.00
31872;295.0;2;26.00
31873;295.0;2;14.00
31874;874.0;4;23.00
31875;577.0;3;1.00
31876;577.0;3;3.00
31877;900.0;4;2.00
31878;900.0;4;49.00
31879;900.0;4;9.00
31880;900.0;4;76.00
31881;900.0;4;24.00
31882;900.0;4;17.00
31883;900.0;4;13.00
31884;900.0;4;70.00
31885;461.0;2;25.00
31886;461.0;2;24.00
31887;461.0;2;21.00
31888;461.0;2;10.00
31889;461.0;2;12.00
31890;404.0;2;33.00
31891;404.0;2;65.00
31892;461.0;2;14.00
31893;461.0;2;78.00
31894;397.0;2;3.00
31895;397.0;2;153.00
31896;812.0;4;164.00
31897;264.0;2;10.00
31898;577.0;3;23.00
31899;577.0;3;44.00
31900;137.0;1;11.00
31901;181.0;1;4.00
31902;181.0;1;262.00
31903;484.0;2;24.00
31904;484.0;2;58.00
31905;323.0;2;63.00
31906;323.0;2;2.00
31907;140.0;1;62.00
31908;1320.0;6;0.00
31909;1320.0;6;
31910;802.0;4;54.00
31911;305.0;2;16.00
31912;305.0;2;36.00
31913;264.0;2;96.00
31914;528.0;3;97.00
31915;692.0;3;2.00
31916;528.0;3;64.00
31917;528.0;3;111.00
31918;528.0;3;169.00
31919;528.0;3;70.00
31920;1106.0;5;11.00
31921;1106.0;5;0.00
31922;1106.0;5;39.00
31923;89.0;1;39.00
31924;94.0;1;12.00
31925;94.0;1;71.00
31926;396.0;2;27.00
31927;240.0;1;20.00
31928;240.0;1;3.00
31929;240.0;1;14.00
31930;240.0;1;53.00
31931;240.0;1;9.00
31932;240.0;1;31.00
31933;140.0;1;11.00
31934;140.0;1;78.00
31935;364.0;2;51.00
31936;473.0;2;10.00
31937;290.0;2;112.00
31938;642.0;3;25.00
31939;642.0;3;21.00
31940;461.0;2;57.00
31941;140.0;1;16.00
31942;157.0;1;141.00
31943;685.0;3;20.00
31944;323.0;2;54.00
31945;510.0;3;21.00
31946;378.0;2;81.00
31947;539.0;3;25.00
31948;785.0;4;1.00
31949;785.0;4;11.00
31950;948.0;4;24.00
31951;290.0;2;30.00
31952;522.0;3;21.00
31953;258.0;2;26.00
31954;1106.0;5;30.00
31955;1106.0;5;19.00
31956;1106.0;5;6.00
31957;299.0;2;10.00
31958;948.0;4;25.00
31959;665.0;3;37.00
31960;987.0;4;28.00
31961;94.0;1;6.00
31962;327.0;2;224.00
31963;654.0;3;19.00
31964;654.0;3;5.00
31965;622.0;3;16.00
31966;622.0;3;32.00
31967;812.0;4;9.00
31968;812.0;4;20.00
31969;147.0;1;68.00
31970;147.0;1;23.00
31971;147.0;1;1.00
31972;147.0;1;30.00
31973;147.0;1;38.00
31974;147.0;1;28.00
31975;501.0;3;680.00
31976;501.0;3;6.00
31977;654.0;3;31.00
31978;654.0;3;34.00
31979;654.0;3;13.00
31980;654.0;3;26.00
31981;654.0;3;4.00
31982;654.0;3;20.00
31983;473.0;2;5.00
31984;327.0;2;81.00
31985;327.0;2;25.00
31986;427.0;2;20.00
31987;427.0;2;52.00
31988;419.0;2;39.00
31989;364.0;2;146.00
31990;364.0;2;14.00
31991;364.0;2;59.00
31992;164.0;1;1.00
31993;134.0;1;5.00
31994;102.0;1;50.00
31995;102.0;1;89.00
31996;102.0;1;773.00
31997;102.0;1;75.00
31998;102.0;1;147.00
31999;522.0;3;17.00
32000;522.0;3;16.00
32001;1081.0;5;24.00
32002;1081.0;5;3.00
32003;130.0;1;27.00
32004;130.0;1;9.00
32005;130.0;1;14.00
32006;304.0;2;59.00
32007;305.0;2;5.00
32008;1236.0;5;13.00
32009;1236.0;5;43.00
32010;1236.0;5;10.00
32011;642.0;3;94.00
32012;323.0;2;75.00
32013;323.0;2;79.00
32014;765.0;4;24.00
32015;293.0;2;35.00
32016;922.0;4;89.00
32017;286.0;2;92.00
32018;286.0;2;20.00
32019;293.0;2;17.00
32020;293.0;2;8.00
32021;264.0;2;28.00
32022;234.0;1;40.00
32023;234.0;1;13.00
32024;234.0;1;102.00
32025;286.0;2;44.00
32026;286.0;2;33.00
32027;130.0;1;394.00
32028;130.0;1;149.00
32029;130.0;1;87.00
32030;264.0;2;107.00
32031;264.0;2;101.00
32032;583.0;3;13.00
32033;773.0;4;21.00
32034;1495.0;6;
32035;1495.0;6;5.00
32036;1495.0;6;6.00
32037;1495.0;6;0.00
32038;1495.0;6;824.00
32039;1495.0;6;14.00
32040;1495.0;6;13.00
32041;1495.0;6;33.00
32042;1495.0;6;41.00
32043;1495.0;6;57.00
32044;196.0;1;7.00
32045;522.0;3;114.00
32046;130.0;1;11.00
32047;147.0;1;16.00
32048;147.0;1;117.00
32049;147.0;1;100.00
32050;836.0;4;31.00
32051;836.0;4;1.00
32052;836.0;4;16.00
32053;530.0;3;21.00
32054;530.0;3;15.00
32055;522.0;3;102.00
32056;522.0;3;85.00
32057;522.0;3;42.00
32058;1089.0;5;44.00
32059;463.0;2;41.00
32060;463.0;2;8.00
32061;463.0;2;19.00
32062;402.0;2;9.00
32063;708.0;3;23.00
32064;118.0;1;7.00
32065;522.0;3;23.00
32066;522.0;3;12.00
32067;522.0;3;24.00
32068;402.0;2;45.00
32069;402.0;2;505.00
32070;685.0;3;67.00
32071;685.0;3;34.00
32072;1106.0;5;3.00
32073;665.0;3;67.00
32074;561.0;3;43.00
32075;561.0;3;23.00
32076;557.0;3;7.00
32077;557.0;3;8.00
32078;557.0;3;31.00
32079;864.0;4;79.00
32080;438.0;2;1.00
32081;438.0;2;3.00
32082;438.0;2;86.00
32083;438.0;2;2.00
32084;438.0;2;474.00
32085;215.0;1;53.00
32086;719.0;3;4.00
32087;862.0;4;118.00
32088;327.0;2;19.00
32089;327.0;2;1.00
32090;719.0;3;6.00
32091;836.0;4;14.00
32092;617.0;3;1.00
32093;617.0;3;71.00
32094;617.0;3;2.00
32095;139.0;1;8.00
32096;642.0;3;138.00
32097;773.0;4;143.00
32098;557.0;3;51.00
32099;557.0;3;18.00
32100;335.0;2;39.00
32101;227.0;1;23.00
32102;290.0;2;47.00
32103;767.0;4;65.00
32104;354.0;2;11.00
32105;767.0;4;52.00
32106;288.0;2;29.00
32107;288.0;2;13.00
32108;354.0;2;73.00
32109;190.0;1;51.00
32110;710.0;3;50.00
32111;710.0;3;30.00
32112;710.0;3;6.00
32113;710.0;3;153.00
32114;323.0;2;48.00
32115;708.0;3;40.00
32116;134.0;1;75.00
32117;383.0;2;18.00
32118;113.0;1;129.00
32119;113.0;1;28.00
32120;268.0;2;53.00
32121;268.0;2;39.00
32122;268.0;2;41.00
32123;522.0;3;69.00
32124;522.0;3;3.00
32125;135.0;1;20.00
32126;522.0;3;10.00
32127;522.0;3;8.00
32128;522.0;3;38.00
32129;294.0;2;
32130;294.0;2;0.00
32131;294.0;2;14.00
32132;717.0;3;32.00
32133;137.0;1;38.00
32134;137.0;1;41.00
32135;137.0;1;6.00
32136;137.0;1;25.00
32137;137.0;1;2.00
32138;196.0;1;69.00
32139;196.0;1;14.00
32140;134.0;1;22.00
32141;134.0;1;20.00
32142;264.0;2;131.00
32143;264.0;2;27.00
32144;225.0;1;59.00
32145;225.0;1;29.00
32146;501.0;3;4.00
32147;501.0;3;24.00
32148;501.0;3;25.00
32149;409.0;2;43.00
32150;158.0;1;35.00
32151;158.0;1;18.00
32152;158.0;1;37.00
32153;550.0;3;3.00
32154;196.0;1;18.00
32155;161.0;1;21.00
32156;161.0;1;84.00
32157;122.0;1;41.00
32158;196.0;1;70.00
32159;583.0;3;19.00
32160;583.0;3;24.00
32161;583.0;3;28.00
32162;583.0;3;8.00
32163;583.0;3;5.00
32164;583.0;3;3.00
32165;583.0;3;15.00
32166;583.0;3;30.00
32167;583.0;3;52.00
32168;491.0;2;25.00
32169;113.0;1;29.00
32170;113.0;1;75.00
32171;113.0;1;7.00
32172;585.0;3;51.00
32173;585.0;3;4.00
32174;585.0;3;66.00
32175;585.0;3;2.00
32176;585.0;3;47.00
32177;113.0;1;51.00
32178;968.0;4;33.00
32179;968.0;4;11.00
32180;968.0;4;6.00
32181;968.0;4;26.00
32182;479.0;2;42.00
32183;479.0;2;189.00
32184;723.0;3;4.00
32185;589.0;3;32.00
32186;589.0;3;49.00
32187;196.0;1;30.00
32188;223.0;1;76.00
32189;213.0;1;75.00
32190;135.0;1;2.00
32191;135.0;1;52.00
32192;135.0;1;47.00
32193;438.0;2;50.00
32194;888.0;4;101.00
32195;268.0;2;11.00
32196;158.0;1;551.00
32197;158.0;1;2.00
32198;158.0;1;7.00
32199;522.0;3;14.00
32200;522.0;3;50.00
32201;305.0;2;74.00
32202;948.0;4;46.00
32203;948.0;4;104.00
32204;948.0;4;14.00
32205;119.0;1;43.00
32206;137.0;1;8.00
32207;137.0;1;9.00
32208;137.0;1;15.00
32209;147.0;1;3.00
32210;147.0;1;6.00
32211;147.0;1;11.00
32212;147.0;1;22.00
32213;147.0;1;35.00
32214;285.0;2;13.00
32215;285.0;2;120.00
32216;285.0;2;3.00
32217;285.0;2;320.00
32218;285.0;2;130.00
32219;285.0;2;8.00
32220;436.0;2;69.00
32221;436.0;2;48.00
32222;436.0;2;1.00
32223;436.0;2;23.00
32224;710.0;3;14.00
32225;710.0;3;67.00
32226;710.0;3;16.00
32227;710.0;3;33.00
32228;419.0;2;57.00
32229;419.0;2;43.00
32230;419.0;2;55.00
32231;419.0;2;19.00
